name,price
零起点Python机器学习快速入门,58.00
Python与有限元,56.00
基于ArcGIS的Python编程秘笈(第2版),45.00
机器学习实战-python基础教程指南大数据智能 -共两册,100.10
Python参考手册（第4版·修订版）python学习手册核心编程,66.70
Python自然语言处理,75.20
Python 金融大数据分析 python3爬虫数据分析 入门基础教程 金融分析处理与开发,73.20
Python+Spark 2.0+Hadoop机器学习与大数据实战 大数据技术教程书籍,72.80
Python语言程序设计,65.00
Python绝技:运用Python成为顶级黑客,64.20
Python设计模式第2版,39.00
机器学习实战-python基础教程指南机器学习-机器学习套装共两册,133.40
量化交易之路 用Python做股票量化分析,64.10
Python网络数据采集 python语言网络数据采集教程书籍 python编程基础入门教,43.60
Python地理空间分析指南(第2版),63.50
Python数据科学指南,63.50
Python可以这样学,56.80
Python编程与问题求解,49.00
从问题到程序 用Python学编程和计算,47.20
Python高性能编程,63.50
Python程序设计 第3版 计算机 网络 程序设计编程 python基础教程,51.00
从零开始学Python网络爬虫,47.20
Python计算机视觉编程,55.40
正版包邮 Python极客项目编程,47.52
Python项目开发实战,49.20
Python机器学习及实践:从零开始通往Kaggle竞赛之路,40.30
面向ArcGIS的Python脚本编程,39.40
Python程序设计教程(高等学校计算机科学与技术教材),37.00
Selenium 2自动化测试实战——基于Python语言  虫师著 电子工业出版社,34.20
Python+Spark 2 0+Hadoop机器学习与大数据实战 林大贵 清华大学出版社,74.80
Python数据分析从入门到精通 张啸宇 电子工业出版社,55.80
Python自动化运维：技术与佳实践 刘天斯 机械工业出版社,56.80
从零开始学Python网络爬虫 罗攀 蒋仟 机械工业出版社,48.80
毫无障碍学Python 邓文渊 水利水电出版社,48.80
Selenium自动化测试 基于 Python 语言 [印度]冈迪察.U(Unmesh G,40.80
"【北京发货】Python语言及其应用 [美] 卢布诺维克(Bill Lubanovic),",60.80
预测分析：Python语言实现 (美)约瑟夫·巴布科克 机械工业出版社,48.80
毫无障碍学Python 邓文渊 水利水电出版社,48.80
Python极客项目编程,55.40
Python网络数据采集,47.40
Python计算机视觉编程 核心编程设计开发基础教程 动态脚本语言教材 python高手之,49.60
Python贝叶斯分析 Python贝叶斯统计分析及其应用技术教程书籍 贝叶斯统计模型,51.00
预测分析：Python语言实现 (美)约瑟夫·巴布科克 机械工业出版社,48.80
"【北京发货】Python程序设计案例教程 徐光侠,常光辉,解绍词,黄德玲 人民邮电出版社",47.80
Python编程基础与接口测试 阿奎 电子工业出版社,38.80
Python自动化运维：技术与佳实践 刘天斯 机械工业出版社,56.80
父与子的编程之旅-与小卡特一起学Python,53.10
【北京发货】Python数据挖掘入门与实践 [澳] Robert Layton,47.80
Selenium自动化测试 基于 Python 语言 [印度]冈迪察.U(Unmesh G,40.80
Python数字信号处理应用 [美] 艾伦·唐尼（Allen B.Downey）；缪文 人,36.80
从Python开始学编程 9787121301995 电子工业出版社,29.90
Python核心编程-(第3版) 9787115414779,76.20
Python面向对象编程指南,64.80
Python数据科学实践指南/大数据技术丛书,45.43
正版包邮   Python科学计算(第2版)python开发大全 python入门到精通p,97.04
像计算机科学家一样思考Python(第2版),40.20
精通Python设计模式/图灵程序设计丛书,36.90
Python和HDF5大数据应用,32.00
正版包邮  PythonWeb开发学习实录(Web程序员成功之路)Python语言进行程序,56.48
Python数据分析实战 [印尼]伊凡·伊德里斯(Ivan Idris) 机械工业出版社,63.80
【北京发货】Python高性能编程 [美] Micha Gorelick 戈雷利克 Ian,60.80
"【北京发货】Python语言及其应用 [美] 卢布诺维克(Bill Lubanovic),",60.80
Python贝叶斯分析 [阿根廷] Osvaldo Martin(奥斯瓦尔多·马丁 人民邮,53.80
"Python数据科学导论 [美]戴维·谢伦(Davy Cielen),亚诺 D.B. 梅",48.80
Web接口开发与自动化测试——基于Python语言 虫师著,48.80
Python物理建模初学者指南 [美]Jesse M.Kinder [美] Philip,45.80
PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署 [美],41.80
【北京发货】面向ArcGIS的Python脚本编程 [美]Paul A. Zandberg,40.80
包邮 Python数据科学指南+数据科学入门 Python语言编程教程书 Python科学,115.50
人邮新书 Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储 Ma,109.00
预 售 人邮新书 Python高级编程 第2版 python 程序设计 编程源代码开发基,89.00
2本 Web测试囧事+web接口开发与自动化测试 基于Python语言 虫师 软件测试技术,85.80
正版 21天学通C++ 第8版 Java Python 程序设计书籍 软件开发,79.00
Python物理学高效计算 [美] 安东尼·斯科普斯（Anthony Scopatz） 人,74.80
Python数据科学入门,41.90
Python语言程序设计-高等学校计算机专业规划教材,33.74
Python数据分析从入门到精通 张啸宇 电子工业出版社,55.80
Python自动化运维：技术与佳实践 刘天斯 机械工业出版社,56.80
Python程序设计入门到实战,56.80
Python数字信号处理应用 [美] 艾伦·唐尼（Allen B.Downey）；缪文 人,36.80
【北京发货】Python设计模式 第2版 [印度]Chetan Giridhar 吉里德尔,32.80
Python核心编程 第3版 9787115414779,71.00
【全2册】Python数据分析从入门到精通+Python编程快速上手 让繁琐工作自动化P,114.00
面向ArcGIS的Python脚本编程,41.80
ys Python程序设计开发宝典 Python内置对象标准库对象高级应用前沿新技术 P,58.80
从问题到程序:用Python学编程和计算 裘宗燕 Python语言程序设计 编程基础教程,51.00
Python编程 从入门到实践 python3.5绝技核心编程基础教程网络爬虫入门,61.80
中学生可以这样学Python,32.00
PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署,44.10
Python语言及其应用python语言程序设计Python程序设计教程Python书籍p,58.40
Python机器学习 学习实战 python基础教程指南 数据结构与算法分析 人工神经网络,62.40
Python和Pygame游戏开发指南,44.20
Python网络爬虫从入门到实践,40.30
Python学习：从入门到实践,39.50
Python大战机器学习 数据科学家的第*个小目标 python机器学习入门教程书籍,54.50
Python编程入门 (第3版 ),31.30
正版 Python编程基础与HTTP接口测试阿奎 著Python编程基础入门教程HTTP,40.10
【Python设计模式】Python设计模式（第2版）python软件架构框架设计开发书,35.00
【正版书籍】Python游戏编程入门 计算机/网络 图形图像多媒体 游戏开发/多媒体/课,49.00
自学Python--编程基础.科学计算及数据分析,63.20
Python机器学习 (美)塞巴斯蒂安·拉施卡(Sebastian Raschka,49.80
Python数据抓取技术与实战,33.30
Python数据分析与应用 黄红梅 张良均 人民邮电出版社,40.80
Python技术参考大全 9787302053378,32.40
Python网络爬虫实战/Python语言编程教程书籍/Python网络爬虫入门到精通/数,45.40
流畅的Python  语言编程教程书籍 python代码大全 爬虫Python,112.94
Python机器学习 (美)塞巴斯蒂安·拉施卡(Sebastian Raschka 机械工,63.80
Python数据科学实践指南 纪路 机械工业出版社,48.80
Effective Python:编写高质量Python代码的59个有效方法 [美]布雷特,48.80
Python核心编程(第3版),76.20
Python数据分析从入门到精通 张啸宇 电子工业出版社,55.80
【北京发货】Python高性能编程 [美] Micha Gorelick 戈雷利克 Ian,60.80
PYTHON数据科学手册 (美)杰克？万托布拉斯 编程语言 人民邮电出版社 978711,109.00
包邮Python3网络爬虫开发实战+Python3爬虫 数据清洗与可视化实战+数据分析入门 预售,155.80
Python高级编程 第2版 [波兰]Micha Jaworski 贾沃斯基  [法]Ta,67.80
Python新手使用Django架站的16堂课,64.10
"Python Web开发学习实录(配光盘)(Web程序员成功之路) 李勇,王文强著",56.80
"【北京发货】Python计算机视觉编程 [美]Jan Erik Solem,朱文涛",53.80
Effective Python:编写高质量Python代码的59个有效方法 [美]布雷特,48.80
Python机器学习经典实例,45.40
Python新手使用Django架站的16堂课 9787302467410 清华大学出版社,57.90
零基础学Python(附光盘),64.80
Python计算机视觉编程/图灵程序设计丛书,57.20
Python极客项目编程,50.89
Python黑帽子(黑客与渗透测试编程之道),45.10
正版包邮  树莓派Python编程入门与实战(第2版)强调实践教学 以示例引导读者完成常见,56.75
Python程序设计 第3版 [美] 约翰·策勒 (John Zelle) 人民邮电出版社,53.80
精通Python爬虫框架Scrapy [美]迪米特里奥斯 考奇斯-劳卡斯(Dimitrio,47.80
正版 Python程序设计案例课堂刘春茂裴雨龙展娜娜 计算机与互联网 编程语言 程序设计,58.80
正版 机器人Python青少年编程开发实例史向东MicroPython入门教程Turni,51.00
Python编程导论 *2版 Python 3 MIT热门MOOC教材 计算机科学基础知,58.70
知识网络与合作网络的关系——基于Python编程 张晓黎,46.00
Web接口开发与自动化测试——基于Python语言,46.00
包邮Python神经网络编程+Python与机器学习实战 人工智能机器学习书籍 预售,99.00
Python金融实战 [美] Yuxing Yan 严玉星,49.80
Python数据分析入门——从数据获取到可视化 沈祥壮,37.20
PYTHON神经网络编程,56.60
Python程序设计案例课堂,53.13
Python程序设计案例课堂,50.50
数据结构 Python语言描述 计算机与互联网 书籍,61.40
Python机器学习实践指南,43.50
Python3.5从零开始学,38.40
Python网络爬虫实战,40.70
Python物理建模初学者指南,39.50
正版现货 Head First Python(第二版) （美）保罗·巴里（Paul Bar,108.80
预测分析建模：Python与R语言实现 计算机与互联网 书箱|4980710,52.10
精通Python自然语言处理 计算机与互联网 书箱|6351646,47.20
树莓派Python编程入门与实战-(第2版) 计算机与互联网 书籍,69.00
Python编程快速上手让繁琐工作自动化+Java编程思想（第4版）2册,145.70
Python语言及其应用/图灵程序设计丛书,57.67
Python机器学习,62.40
Python程序设计教程,40.70
Python地理空间分析指南(第2版),52.90
Python高性能编程,49.80
Python全栈开发实践入门,46.90
Python开发向导,31.70
Python性能分析与优化,34.70
Python地理空间分析指南（第2版） 计算机与互联网 书箱|5435920,63.20
人邮新书 Python数字信号处理应用 Python在DSP中应用教程 Python基础,38.30
精通Python网络爬虫：核心技术、框架与项目实战+用Python写网络爬虫,82.00
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,69.00
Python数字信号处理应用 Python在DSP中应用教程 Python基础,45.00
【北京发货】Python数据处理 [美] 杰奎琳·凯泽尔(Jacqueline Kazil,74.80
【北京发货】Python极客项目编程 [美] Mahesh Venkitachalam,53.80
Python机器学习实践指南,53.13
Python地理空间分析指南（第2版）,75.00
Selenium自动化测试 基于 Python 语言 web UI测试入门书籍selen,41.70
流畅的Python PSF研究员 知名PyCon演讲者心血之作 全面深入 对Python,139.00
包邮 Python科学计算(第2版)+ Python科学计算基础教程  计算机 书,132.00
Python绝技：运用Python成为黑客,49.00
包邮 网络爬虫全解析——技术、原理与实践+精通Python网络爬虫核心技术、框架与项目实战,117.00
预 售 人邮新书 Python游戏编程快速上手 第4版 游戏开发设计 零基础学编程书籍,69.00
Python计算机视觉编程 Python核心编程 python语言入门教程书 程序设计教材,53.80
预测分析：Python语言实现 (美)约瑟夫·巴布科克 机械工业出版社,48.80
从零开始学Python程序设计 计算机与互联网 书箱|7017939,55.30
数据科学导论：Python语言实现（原书第2版） 计算机与互联网 书箱|7551704,41.30
Python数据挖掘：概念、方法与实践 计算机与互联网 书箱|5738046,38.90
机器人Python极客编程入门与实战 Python极客团队 9787121322921,33.63
人邮新书 NLTK基础教程 用NLTK和Python库构建机器学习应用 自然语言处理,41.70
Python机器学习基础教程 机器学习实战套装2册python基础教程从入门到实践机器学,111.00
Python自动化运维：技术与佳实践 9787111483069,41.40
正版 Python机器学习经典实例 人工智能 机器人 无人驾驶,59.00
Python爬虫开发与项目实战 范传辉,63.80
Python零基础入门学习-水木书荟,44.80
Python数据可视化,59.80
Python语言在Abaqus中的应用 9787111351559,35.00
【Python编程语言教程书籍】Python高级编程 第2版 [波兰]贾沃斯基 Pyth,73.50
正版 Python全栈开发实践入门谢瑛俊python全栈开发教程 python全栈开发工,58.80
【Python类书籍】精通Python自然语言处理  python自然语言处理开发教程书,50.40
【Python类书籍】Python机器学习实例 邓多辉  python机器学习算法教,50.40
Python物理学高效计算,77.20
"趣学Python——教孩子学编程 [美] 布里格斯,尹哲",37.20
【北京发货】Python科学计算基础教程 印 赫曼塔 库玛 梅赫塔 Hemant Kuma,40.80
Python游戏编程快速上手(第4版),52.44
Python核心编程（第3版） Python核心编程（第3版）,91.00
【北京发货】易学Python Anthony Briggs,36.80
Raspberry Pi：Python编程入门 (英) Simon Monk著 科学出版社,33.80
Python可以这样学 9787302456469,50.00
Python语言及其应用,68.00
【全3册】贝叶斯思维 统计建模的Python学习法+贝叶斯方法 概率编程与贝叶斯推断+P,141.30
Web接口开发与自动化测试——基于Python语言 9787121310997,42.00
Python物理建模初学者指南,58.00
机器学习设计：Python语言实现 机器系统学习设计,52.00
机器学习设计：Python语言实现 Scala机器学习,52.00
Python机器学习算法,53.80
Effective Python：编写高质量Python代码的59个有效方法(英文版),47.50
Head First Python(中文版) 9787512322233 中国电力出版社,45.60
Python自然语言处理 Steven Bird 编程语言 人民邮电出版社 978711,89.00
Python自动化运维：技术与佳实践,49.70
Python程序设计开发宝典 董付国 深入剖析Python 3.5.x 3.6.x 3.7,49.50
包邮Python程序设计 第3版+Python 3学习笔记 编程入门教程书籍,118.00
精通Python网络爬虫,48.70
零起点Python机器学习快速入门,37.80
Python设计模式 第2版,33.00
【Python数据处理】Python数据分析基础Clinton W. Brownley,58.10
Python即学即用,39.50
Python高手之路(第3版),34.70
Python数据科学导论 计算机与互联网 书箱|6417916,41.30
趣学Python——教孩子学编程  程序设计书籍 少年趣味编程书籍 计算机书籍 编程书籍,44.00
【BD计算机科学】Python编程入门(第3版),36.50
包邮 零基础入门学习Python Python3入门教程 Python开发教程 Pyth,174.70
Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法,68.00
零基础入门学习Python 小甲鱼 Python3+机器学习 周志华 人工智能机器学习书,102.80
和孩子一起玩编程 中小学编程入门书 趣学python编程入门零基础教孩子学编程的书,49.50
Python程序设计入门到实战,47.60
Python并行编程参考手册(影印版),52.80
Python科学计算基础教程,37.70
Python数据科学手册 计算机与互联网 书箱|7302614,87.20
Python树莓派编程,38.70
Python编程导论 第2版 [美]约翰·谷泰格 人民邮电出版社,53.80
正版 数据结构 Python语言描述 兰伯特李军Python语言描述Python语言版P,58.10
跟老齐学Python：Django实战 计算机与互联网 书箱|6646709,55.20
从问题到程序：用Python学编程和计算 计算机与互联网 书箱|5850456,38.90
Python数据科学实践指南 计算机与互联网 书箱|5828730,38.90
量化投资：以Python为工具 计算机与互联网 书籍,75.20
Python与有限元--基于Python编程的有限元分析及应用扩展,48.37
Selenium 2自动化测试实战——基于Python语言 虫师著,37.20
人邮新书 Python编程导论 *2版 Python 3 MIT热门MOOC教材 计算机,46.90
Python设计模式 第2版 程序设计,39.00
利用Python开源工具分析恶意代码 [韩] 赵涏元 等；武传海 人民邮电出版社,74.80
Python程序设计 第3版 [美] 约翰·策勒 (John Zelle) 人民邮电出版社,53.80
PYTHON3网络爬虫开发实战,74.20
Python语言在Abaqus中的应用,37.90
Python程序设计教程,29.00
正版包邮 软件架构 Python语言实现 Python软件架构框架开发设计教程书籍,59.50
包邮Python物理学高效计算 Python编程入门教程书籍,73.80
Python贝叶斯分析 计算机与互联网 书箱|7296276,55.20
从零开始学Python程序设计,62.40
Python项目开发实战(第2版),55.20
Python极客项目编程,46.20
Python网络编程(第3版),56.10
Python数据分析从入门到精通 张啸宇  李静,43.50
Python自动化运维：技术与佳实践 9787111483069 机械工业出版社,46.20
Python机器学习,51.40
程序员入门 全9册 java+C语言+Python+C#+C++从入门到精通 编程思想从入,654.20
Python物理学高效计算,62.40
Python与机器学习实战,42.80
精通Python爬虫框架+精通Scrapy网络爬虫+Python爬虫开发与项目实战,147.00
包邮Python数据分析入门从数据获取到可视化+Python数据分析从入门到精通,96.60
基于Python的Google App Engine编程,59.80
Python+Spark 2.0+Hadoop机器学习与大数据实战,89.00
Python地理数据处理,75.00
Python极客项目编程,67.00
Python数据挖掘入门与实践,50.80
Python编程入门（第3版）,33.00
Python基础教程(第2版·修订版),59.80
ys【机器人Python极客编程入门与实战】Python极客团队计算机程序设计语言Pyt,51.00
正版 Python全栈数据工程师养成攻略（视频讲解版）张宏伦Python机器学习入门教程,51.10
正版 Selenium自动化测试——基于 Python 语言web接口应用程序自动化测试,42.70
跟老齐学Python,37.80
Python与数据挖掘,38.70
Python机器学习 计算机与互联网 书箱|5913560,69.60
Python极客项目编程 计算机与互联网 书箱|5517444,55.20
Python快速编程入门 计算机与互联网 书箱|6503591,31.80
教孩子学编程+父与子的编程之旅:与小卡特一起学PythonPython语言版python,93.60
零起点Python机器学习快速入门 计算机与互联网 书籍,47.20
2本 PyQt5快速开发与实战+Qt5开发及实例(第3版) python qt5软件编程教,144.50
包邮 轻量级Django+Python高效开发实战——Django、Tornado、Fla,101.00
Python漫游指南(影印版),65.10
Python程序设计案例课堂,46.20
Python游戏编程快速上手(第4版),43.50
Python与有限元,35.30
Python网络爬虫从入门到实践,35.80
零基础入门学习Python小甲鱼编,34.60
包邮 Python高效开发实战——Django、Tornado、Flask、Twisted,151.00
Python机器学习入门（影印版） 计算机与互联网 书箱|5413832,71.20
[按需印刷]编写高质量代码：改善Python程序的91个建议 计算机与互…|3770256,69.00
Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松解决,41.70
Python算法教程+Python数据可视化编程实战2本书,88.00
正版新书 Python程序设计案例教程,59.80
Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松解决,49.00
Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,31.00
电子数据取证与Python方法 计算机与互联网 书箱|6646700,47.20
预测分析：Python语言实现 计算机与互联网 书箱|6265538,38.90
像计算机科学家一样思考Python 第2版 计算机与互联网 书箱|4972534,39.20
Python数据抓取技术与实战 潘庆和著 9787121298844,27.93
Python物理学高效计算Python编程教程书籍 Python物理建模程序设计教材 存,74.20
预测分析建模:Python与R语言实现  [美] 托马斯 W.米勒(Thomas W. M,60.80
Python机器学习算法,44.85
Python数据处理/图灵程序设计丛书,75.24
【北京发货】Python金融实战 [美] Yuxing Yan 严玉星 人民邮电出版社,60.80
【北京发货】Python高性能编程 [美] Micha Gorelick 戈雷利克 Ian,60.80
【北京发货】基于ArcGIS的Python编程秘笈(第2版) [美]Eric Pimple,53.80
Python全栈数据工程师养成攻略(视频讲解版) 张宏伦 人民邮电出版社,47.80
正版 精通Python自然语言处理 NLP python处理,59.00
人邮新书 NLTK基础教程 用NLTK和Python库构建机器学习应用 自然语言处理,49.00
Python程序设计教程,31.00
Python程序设计教程-21世纪高等学校计算机应用技,34.17
Python硬件编程实战 9787111487746 机械工业出版社,30.40
【正版】趣学Python 教孩子学编程 编程书籍 程序设计书籍 少年趣味编程书籍 计算机,59.00
Python参考手册 第4版 修订版 大卫 M.比兹利(David M.Beazley),89.00
Python物理建模初学者指南 9787115465412 人民邮电出版社,38.40
Python贝叶斯分析,43.50
零基础入门学习Python 小甲鱼,33.20
机器人Python青少年编程开发实例,49.00
Python新手使用Django架站的16堂课,57.90
Python参考手册,78.10
从零开始学Python网络爬虫,44.84
Python机器学习实践指南,50.00
套装2册 流畅的Python+Python高性能编程  python编程教程书籍 pyt,160.60
Python+Spark 2.0+Hadoop机器学习与大数据实战 计算…|7166269,79.20
Python Web开发实战,67.20
Python金融衍生品大数据分析,63.40
Python Qt GUI快速编程,61.60
Python编程与问题求解,44.30
Python机器学习及实践,31.90
Python数据科学入门,37.70
Python数据分析基础（影印版） 计算机与互联网 书箱|5413829,63.20
Python程序设计案例教程 计算机与互联网 书箱|5829319,47.80
Python高手之路 第3版 【法】朱利安·丹乔(Julien Danjou) 97871,31.35
预售Python编程快速上手让繁琐工作自动化+Python核心编程 第3版 全2册,139.10
包邮 网络爬虫全解析 技术、原理与实践+精通Python网络爬虫 核心技术框架与项目实战+,163.50
Head First Python(中文版) 9787512322233,44.20
Selenium自动化测试 基于 Python 语言 web UI测试入门书籍selen,49.00
Python开发向导(云计算工程师系列) 肖睿 水利水电出版社,40.80
Python+Spark 2 0+Hadoop机器学习与大数据实战 林大贵 清华大学出版社,74.80
Python数据分析实战 [印尼]伊凡·伊德里斯(Ivan Idris) 机械工业出版社,63.80
数据结构 Python语言描述 [美] Kenneth A. Lambert 兰伯特 人民,52.80
Python 3.5从零开始学Python爬虫 Python语言类型对象python核心编程基础教程,49.00
包邮Python Linux系统管理与自动化运维 Python Linux操作系统编程教程,66.00
精通Python爬虫框架Scrapy+Python Web开发实战 软件架构开发设计教程,123.00
人邮新书 Python地理数据处理 python数据处理 ArcGIS 矢量数据,64.00
预 售 人邮新书 精通Python自然语言处理 NLP python处理 8月中旬入库,47.20
人邮新书 Python程序设计案例教程 人邮教材,48.00
人邮新书 Python设计模式 第2版 程序设计 python 7月中旬入库,31.00
人邮新书 Python金融实战 程序设计 编程 python编程,64.00
人邮新书 NLTK基础教程 用NLTK和Python库构建机器学习应用 自然语言处理,39.80
Python数据分析基础 零编程经验也可学会用Python语言进行数据分析,55.20
人邮新书 Python机器学习实践指南 程序设计 python书,55.20
预 售 人邮新书 Python高级编程 第2版 python 程序设计 编程源代码开发基,72.00
Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松解决,49.00
预 售 人邮新书 Python机器学习经典实例 人工智能 机器人 无人驾驶 8月下旬入库,47.20
Python网络编程攻略/图灵程序设计丛书,37.30
预 售 人邮新书 Python游戏编程快速上手 第4版 游戏开发设计 零基础学编程书籍,55.20
Python编程实战(运用设计模式并发和程序库创建高质量程序)/华章程序员书库,57.20
人邮新书 Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方,79.00
预 售 人邮新书 21天学通C++ 第8版 Java Python 程序设计书籍 软件开,64.00
Python+Spark 2.0+Hadoop机器学习与大数据实战,64.30
Python机器学习实践,49.60
Python程序设计案例教程,46.00
Python数据处理 计算机与互联网 书箱|6031588,79.20
流畅的Python [巴西]卢西亚诺·拉马略(Luciano Ramalho) 人民邮电出,100.80
正版 Python数据分析入门 从数据获取到可视化python语言编程教程从入门到精通p,45.80
人邮新书 Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方,99.00
Python数据分析基础 零编程经验也可学会用Python语言进行数据分析,69.00
Python机器学习实践指南 程序设计 python 书,69.00
机器人系统设计与制作：Python语言实现,42.50
正版 C++入门经典 第6版 C++Java C# Python 程序设计 软件开发 从,45.00
Python网络编程攻略 程序设计教程 计算机书籍,36.00
python学习手册 python机器学习实践 测试驱动的开发方法 python基础入门,138.80
【正版现货】Python语言程序设计(Daniel Liang[梁勇]博士系列丛书之一,63.40
人邮新书 Python机器学习实践指南 程序设计 python书,58.70
从零开始学Python程序设计,63.20
Python设计模式 第2版 9787115458803,24.60
Python语言在Abaqus中的应用(含光盘),36.48
预 售 人邮新书 Python游戏编程快速上手 第4版 游戏开发设计 零基础学编程书籍,55.20
Python核心编程（第3版） Python核心编程+快速上手,148.00
Keras快速上手：基于Python的深度学习实战 9787121318726,53.70
Python Qt GUI快速编程——PyQt编程指南,49.80
树莓派开发实战 第2版 树莓派 Raspberry Pi Python 实战,71.20
Python计算机视觉编程 9787115352323,46.90
Python程序设计教程 9787302457862,46.00
Selenium 2自动化测试实战——基于Python语言 9787121278532,40.10
Python数据科学手册,85.00
Python全栈数据工程师养成攻略(视频讲解版),35.90
(正版特价)Python自动化运维：技术与zui佳实践 计算机与互联网 …|229476,31.00
Python零基础入门学习+精通Python网络爬虫+网络爬虫全解析+ 网络爬虫实战,188.00
Python编程(第4版),169.20
Python高性能编程 python 编程,63.20
Python数据分析与应用 企业真实项目案例 源代码等相关学习资源 大数据 数据分析 数,39.80
预售前150名发签名版 Python 3网络爬虫开发实战 预计4月下旬发货,77.00
Python基础教程(第2版 修订版) 9787115353528,53.70
量化投资：以Python为工具 量化投资分析/金融投资/Python语言处理数据书籍,83.00
深入浅出深度学习：原理剖析与Python实践,75.00
包邮Python数据分析从入门到精通+利用Python进行数据分析+分析基础数据处理书,245.00
正版  新书  Python机器学习及实践---- 从零开始通往Kaggle竞赛之路 创意,39.20
Scratch 2.0趣味编程指南 教孩子学Python,50.00
Python可以这样学 9787302456469,53.80
Python贝叶斯分析 9787115476173,46.90
python编程从入门到实践 零基础入门学习python核心编程 数据分析python基础,108.00
Python数据可视化,49.90
Python程序设计教程 Python 3.0到3.5的实用特性 大数据工程师的Pytho,47.20
教孩子学编程 Python语言版 计算机书籍 程序设计 编程,47.20
Python设计模式(第2版),26.50
Python编程入门(第3版) 程序设计书籍 Python 编程 计算机书籍,31.20
机器学习设计：Python语言实现 深度学习与机器视觉,69.80
人邮新书 Python金融实战 程序设计 编程 python编程,67.20
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,58.70
零起点Python足彩大数据与机器学习实盘分析,77.20
Python机器学习入门(影印版) 9787564169060,55.20
Python程序设计 第3版 [美] 约翰·策勒 (John Zelle),53.80
21天学通Python 9787121275616 电子工业出版社,38.30
21天学通C++ 第8版 Java Python 程序设计书籍 软件开发,63.20
C++程序设计实践与技巧 测试驱动开发 程序设计编码实践技巧Java C# Python,47.20
"Python与数据挖掘 9787111552611 机械工业出版社 张良均,杨海宏,何子健",39.20
Python物理学高效计算 Python编程教程 Python物理建模程序设计书籍 数据,84.20
预 售 人邮新书 Python机器学习经典实例 人工智能 机器人 无人驾驶 8月下旬入库,50.20
Python金融实战 9787115457073,49.80
Python：统计人的视角/统计数据分析与应用丛书,33.20
Python编程基础,36.00
Python机器学习 9787111558804,61.60
Python网络爬虫从入门到实践 9787111578413,33.30
Python数据科学指南 9787115435101,53.70
人邮新书 Python地理数据处理 python数据处理 ArcGIS 矢量数据,67.20
预 售 人邮新书 Python高级编程 第2版 python 程序设计 编程源代码开发基,75.70
数据科学导论：Python语言实现 (意)阿尔贝托·博斯凯蒂 9787111544340,36.80
Python机器学习经典实例 人工智能 机器人 无人驾驶,47.20
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,55.20
Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,31.80
Python机器学习实践：测试驱动的开发方法 9787111581666,40.10
PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署 978,33.30
Python数据抓取技术与实战 9787121298844,33.30
PYTHON编程基础,32.60
Python 3爬虫 数据清洗与可视化实战,39.80
【新版】Python程序设计第3版  Python3 爬虫Python核心编程基础教程,56.00
5本Python 网络爬虫实战+自己动手写网络爬虫+精通Python爬虫框架Scrapy,225.00
Python编程(第4版),126.70
深度实践OpenStack：基于Python的OpenStack组件开发…|7502219,55.30
人邮新书 Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储 Ma,92.70
Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,33.80
Web接口开发与自动化测试——基于Python语言 9787121310997,39.50
零基础入门学习Python 小甲鱼 9787302438205 清华大学出版社,37.10
Python黑帽子：黑客与渗透测试编程之道,49.00
Python数据分析入门 从数据获取到可视化 Python数据分析语法基础教程书籍,32.50
PYTHON高性能编程+流畅的Python  Python 学习入门到进阶 Py,163.50
Python数据分析基础（影印版） 克林顿·W.布朗利 东南大学出版社,63.20
Python数据分析基础 零编程经验也可学会用Python语言进行数据分析,69.00
Python机器学习 预测分析核心算法,43.50
Python绝技：运用Python成为黑客,49.80
从Python开始学编程 9787121301995,30.90
Python地理数据处理 python数据处理 ArcGIS 矢量数据,63.20
Python金融实战 程序设计 编程 python编程,63.20
数据结构 Python语言描述,51.75
Python算法教程,58.60
Python袖珍指南-第5版,31.20
包邮 软件架构：Python语言实现 计算机 网络 程序设计 其他 计算机与互联网 编程,62.60
Python数据处理,74.30
深入浅出深度学习：原理剖析与Python实践 Python编程基础教程 深度机器学习书,67.00
零起点Python机器学习快速入门,38.40
Python物理建模初学者指南,40.10
Python语言及其应用python语言程序设计Python程序设计教程Python书籍p,58.40
Python编程入门（第3版）  python基础教程 Python编程学习手册 pyth,28.80
